transaction_id,amount,payment_method,bank_response_code,network_latency_ms,fraud_score,prior_failed_attempts_24h,customer_tenure_days,account_balance_signal,hour_of_day,is_recurring_subscription,true_failure_cause
TXN100309,1358.3,debit_card,51,218.2,0.243,0,998,0.098,15,0,insufficient_funds
TXN100310,128.48,debit_card,59,130.4,0.808,0,266,0.663,0,1,fraud_false_positive
TXN100311,4127.2,upi,61,199.2,0.188,1,852,0.096,7,0,insufficient_funds
TXN100312,1070.68,debit_card,21,460.3,0.131,0,652,0.688,4,0,network_error
TXN100313,1041.77,upi,96,296.5,0.159,0,19,0.483,7,0,bank_timeout
TXN100314,802.54,wallet,21,536.5,0.209,1,3659,0.622,1,1,network_error
TXN100315,1433.72,credit_card,96,411.8,0.585,0,887,0.211,12,1,network_error
TXN100316,3408.47,debit_card,96,459.0,0.208,0,523,0.438,15,0,bank_timeout
TXN100317,12628.66,credit_card,59,94.1,0.714,0,320,0.505,6,0,fraud_false_positive
TXN100318,3344.6,wallet,65,189.1,0.109,0,1179,0.096,23,0,insufficient_funds
TXN100319,8216.6,credit_card,65,223.9,0.185,1,62,0.061,21,0,insufficient_funds
TXN100320,5802.62,upi,59,139.5,0.753,0,1502,0.772,22,0,fraud_false_positive
TXN100321,1972.9,credit_card,96,462.9,0.152,1,260,0.743,12,0,bank_timeout
TXN100322,1281.14,upi,91,275.0,0.092,0,44,0.491,6,0,bank_timeout
TXN100323,5461.12,netbanking,59,249.6,0.811,1,2145,0.648,8,1,fraud_false_positive
TXN100324,7309.6,debit_card,59,141.2,0.582,0,615,0.797,0,0,fraud_false_positive
TXN100325,660.25,debit_card,91,280.0,0.28,0,564,0.624,22,0,bank_timeout
TXN100326,2305.68,credit_card,68,264.5,0.192,2,348,0.309,13,0,bank_timeout
TXN100327,4130.55,wallet,51,204.8,0.219,1,658,0.102,10,0,insufficient_funds
TXN100328,1818.02,credit_card,51,185.7,0.193,1,422,0.265,11,0,insufficient_funds
TXN100329,577.16,credit_card,21,469.2,0.036,0,299,0.511,14,0,network_error
TXN100330,415.18,upi,96,463.0,0.572,0,654,0.154,20,1,network_error
TXN100331,1715.36,debit_card,51,198.5,0.092,2,324,0.482,4,0,insufficient_funds
TXN100332,3405.11,credit_card,96,257.1,0.094,0,636,0.827,6,0,bank_timeout
TXN100333,7243.08,credit_card,51,173.2,0.244,3,37,0.073,18,1,insufficient_funds
TXN100334,7569.7,credit_card,51,194.7,0.121,1,437,0.099,18,1,insufficient_funds
TXN100335,2081.59,credit_card,96,579.9,0.106,0,1647,0.5,0,0,network_error
TXN100336,5656.92,credit_card,65,153.2,0.251,2,225,0.467,17,0,insufficient_funds
TXN100337,363.68,credit_card,96,404.0,0.015,0,583,0.497,1,0,bank_timeout
TXN100338,2579.28,wallet,61,120.1,0.079,1,5,0.134,2,1,insufficient_funds
TXN100339,2311.62,credit_card,91,351.5,0.104,0,1341,0.626,14,0,bank_timeout
TXN100340,2414.72,upi,21,302.8,0.119,0,354,0.661,18,0,network_error
TXN100341,770.57,credit_card,51,212.1,0.025,2,35,0.04,21,1,insufficient_funds
TXN100342,1634.97,upi,51,205.8,0.176,3,271,0.079,2,1,insufficient_funds
TXN100343,5448.1,debit_card,65,154.4,0.171,2,669,0.191,8,0,insufficient_funds
TXN100344,4904.68,netbanking,51,196.9,0.117,1,360,0.205,12,1,insufficient_funds
TXN100345,2362.25,netbanking,59,237.7,0.81,0,423,0.717,12,1,fraud_false_positive
TXN100346,3383.35,debit_card,96,339.7,0.069,1,108,0.511,15,0,bank_timeout
TXN100347,7516.78,debit_card,59,157.1,0.876,1,975,0.238,14,0,fraud_false_positive
TXN100348,1225.7,upi,51,155.2,0.214,0,176,0.152,7,0,insufficient_funds
TXN100349,3516.22,wallet,51,155.7,0.206,1,795,0.197,2,1,insufficient_funds
TXN100350,14039.93,credit_card,51,183.0,0.486,1,919,0.186,22,0,insufficient_funds
TXN100351,3340.45,debit_card,51,176.6,0.301,2,119,0.282,10,0,insufficient_funds
TXN100352,3552.3,credit_card,51,200.1,0.299,1,90,0.21,9,0,insufficient_funds
TXN100353,1910.78,debit_card,63,234.5,0.824,0,1087,0.752,0,0,fraud_false_positive
TXN100354,4001.63,upi,51,173.8,0.074,3,1166,0.319,23,1,insufficient_funds
TXN100355,1393.92,debit_card,91,310.9,0.325,0,656,0.729,18,1,bank_timeout
TXN100356,2705.92,upi,51,225.1,0.307,0,259,0.372,3,0,insufficient_funds
TXN100357,705.58,credit_card,63,266.7,0.366,1,126,0.597,8,0,fraud_false_positive
TXN100358,4549.47,credit_card,68,321.0,0.14,0,398,0.439,8,0,bank_timeout
TXN100359,2857.46,credit_card,96,194.7,0.276,1,701,0.549,6,1,bank_timeout
TXN100360,3921.63,credit_card,51,192.8,0.121,0,510,0.063,23,1,insufficient_funds
TXN100361,2838.44,wallet,61,155.4,0.239,2,44,0.172,16,1,insufficient_funds
TXN100362,1096.73,netbanking,96,524.3,0.254,0,281,0.614,17,1,network_error
TXN100363,3068.91,credit_card,51,200.7,0.21,0,304,0.509,11,0,insufficient_funds
TXN100364,248.59,upi,51,190.9,0.394,1,269,0.045,18,0,insufficient_funds
TXN100365,637.63,upi,21,563.6,0.135,0,658,0.533,9,0,network_error
TXN100366,1295.11,wallet,51,190.4,0.544,0,1740,0.425,0,0,insufficient_funds
TXN100367,3748.24,credit_card,5,746.9,0.052,0,351,0.284,6,0,network_error
TXN100368,2781.5,credit_card,96,306.4,0.106,0,586,0.575,2,0,bank_timeout
TXN100369,1744.59,wallet,59,234.9,0.727,0,32,0.669,15,1,fraud_false_positive
TXN100370,2897.46,debit_card,96,248.5,0.046,2,128,0.725,15,0,bank_timeout
TXN100371,5359.69,credit_card,59,217.0,0.787,0,1731,0.831,16,0,fraud_false_positive
TXN100372,4889.44,credit_card,68,277.9,0.305,0,421,0.722,4,1,bank_timeout
TXN100373,1067.54,upi,51,213.2,0.148,2,319,0.281,15,1,insufficient_funds
TXN100374,7389.25,credit_card,51,251.7,0.15,2,622,0.198,13,0,insufficient_funds
TXN100375,1443.76,netbanking,5,566.1,0.085,1,147,0.345,13,1,network_error
TXN100376,3005.82,upi,65,252.4,0.187,1,74,0.399,20,1,insufficient_funds
TXN100377,1388.43,debit_card,96,725.7,0.163,0,949,0.306,18,0,network_error
TXN100378,1325.24,upi,91,401.2,0.033,0,1161,0.367,12,1,bank_timeout
TXN100379,2364.69,credit_card,96,281.1,0.122,0,462,0.443,21,1,bank_timeout
TXN100380,3748.8,credit_card,63,178.9,0.632,1,1990,0.747,8,0,fraud_false_positive
TXN100381,7131.09,upi,51,202.7,0.403,1,330,0.172,4,0,insufficient_funds
TXN100382,3116.09,upi,51,208.9,0.216,1,30,0.152,18,1,insufficient_funds
TXN100383,7819.21,credit_card,59,149.6,0.79,0,588,0.87,22,0,fraud_false_positive
TXN100384,5079.06,upi,5,198.0,0.83,0,137,0.79,13,0,fraud_false_positive
TXN100385,1843.67,upi,96,460.4,0.119,0,295,0.682,17,0,network_error
TXN100386,1417.88,debit_card,96,288.2,0.039,1,617,0.554,6,1,bank_timeout
TXN100387,1917.19,wallet,96,398.4,0.116,0,568,0.374,8,0,bank_timeout
TXN100388,2779.33,credit_card,59,169.2,0.732,1,19,0.787,0,1,fraud_false_positive
TXN100389,4209.48,upi,61,185.4,0.306,1,208,0.274,2,0,insufficient_funds
TXN100390,2922.27,debit_card,96,463.3,0.216,1,63,0.536,15,0,network_error
TXN100391,1251.25,debit_card,96,614.9,0.018,0,2082,0.797,16,0,network_error
TXN100392,571.56,credit_card,91,476.6,0.21,0,865,0.626,8,0,bank_timeout
TXN100393,2659.55,netbanking,65,254.6,0.095,2,18,0.144,23,0,insufficient_funds
TXN100394,2911.83,credit_card,91,260.5,0.503,0,1410,0.638,13,1,bank_timeout
TXN100395,1246.1,netbanking,65,174.4,0.357,5,75,0.303,6,0,insufficient_funds
TXN100396,2234.3,upi,51,209.7,0.132,3,71,0.174,9,0,insufficient_funds
TXN100397,3766.48,wallet,96,576.0,0.025,0,74,0.538,2,0,network_error
TXN100398,3236.22,upi,68,440.2,0.019,1,914,0.797,1,1,bank_timeout
TXN100399,1386.04,netbanking,51,206.7,0.035,0,599,0.035,2,0,insufficient_funds
TXN100400,4631.68,credit_card,59,197.7,0.684,1,123,0.685,21,0,fraud_false_positive
TXN100401,1484.56,debit_card,96,458.9,0.019,1,144,0.459,16,1,network_error
TXN100402,1357.7,upi,96,614.6,0.112,0,412,0.56,0,0,network_error
TXN100403,911.31,debit_card,5,664.3,0.146,1,772,0.549,18,0,network_error
TXN100404,3080.55,credit_card,96,235.3,0.119,1,572,0.568,9,0,bank_timeout
TXN100405,1742.18,credit_card,91,308.2,0.363,1,1130,0.621,13,1,bank_timeout
TXN100406,3507.39,credit_card,59,149.2,0.724,0,1524,0.491,7,0,fraud_false_positive
TXN100407,1695.58,debit_card,51,133.6,0.165,0,475,0.217,23,0,insufficient_funds
TXN100408,1257.55,wallet,96,389.9,0.143,3,229,0.629,21,0,network_error
TXN100409,1222.34,credit_card,65,160.9,0.084,1,47,0.065,2,1,insufficient_funds
TXN100410,1424.11,upi,21,457.0,0.34,2,487,0.657,20,0,network_error
TXN100411,960.74,netbanking,51,237.0,0.112,2,220,0.186,6,1,insufficient_funds
TXN100412,2460.5,credit_card,96,536.1,0.158,2,116,0.552,0,0,network_error
TXN100413,1351.59,credit_card,51,108.1,0.027,3,477,0.311,11,0,insufficient_funds
TXN100414,1649.97,upi,59,190.2,0.749,0,161,0.733,5,0,fraud_false_positive
TXN100415,10865.62,debit_card,5,245.1,0.596,0,842,0.203,6,0,fraud_false_positive
TXN100416,2386.33,debit_card,91,270.4,0.232,0,466,0.526,23,1,bank_timeout
TXN100417,5477.7,debit_card,51,162.0,0.195,0,296,0.267,10,1,insufficient_funds
TXN100418,632.28,credit_card,51,198.3,0.174,1,89,0.136,2,0,insufficient_funds
TXN100419,961.08,netbanking,96,525.3,0.035,1,139,0.606,23,0,network_error
TXN100420,2109.85,credit_card,5,485.5,0.128,0,287,0.218,11,0,network_error
TXN100421,8004.87,credit_card,63,258.8,0.844,0,342,0.679,1,1,fraud_false_positive
TXN100422,1085.42,credit_card,91,276.0,0.286,1,103,0.541,20,1,bank_timeout
TXN100423,1464.6,credit_card,91,444.9,0.578,1,504,0.628,3,1,bank_timeout
TXN100424,3060.23,wallet,5,563.6,0.027,1,1743,0.438,15,0,network_error
TXN100425,2593.28,netbanking,68,390.8,0.255,2,160,0.487,20,0,bank_timeout
TXN100426,902.7,upi,51,219.5,0.122,0,598,0.164,23,1,insufficient_funds
TXN100427,4496.56,netbanking,21,796.8,0.049,0,300,0.774,14,0,network_error
TXN100428,3083.39,credit_card,68,362.5,0.119,1,2137,0.572,7,1,bank_timeout
TXN100429,294.88,credit_card,5,416.3,0.549,0,161,0.767,11,1,network_error
TXN100430,1499.35,debit_card,96,568.6,0.3,0,1821,0.484,22,0,network_error
TXN100431,1407.02,credit_card,51,163.1,0.11,1,36,0.18,9,0,insufficient_funds
TXN100432,1076.07,netbanking,51,86.6,0.185,2,406,0.478,6,0,insufficient_funds
TXN100433,1486.66,credit_card,21,623.7,0.191,0,121,0.428,19,0,network_error
TXN100434,2229.0,wallet,59,190.5,0.384,0,632,0.479,9,0,fraud_false_positive
TXN100435,1918.84,debit_card,51,242.4,0.09,0,11,0.446,21,0,insufficient_funds
TXN100436,7009.99,credit_card,59,163.8,0.608,0,616,0.608,5,0,fraud_false_positive
TXN100437,3178.28,upi,51,143.4,0.175,1,439,0.536,6,0,insufficient_funds
TXN100438,5506.77,credit_card,65,165.3,0.347,1,510,0.022,19,0,insufficient_funds
TXN100439,1795.27,credit_card,91,334.3,0.151,0,1265,0.522,7,1,bank_timeout
TXN100440,1790.17,credit_card,5,473.1,0.035,0,1243,0.555,13,0,network_error
TXN100441,1125.58,debit_card,91,397.0,0.39,0,891,0.665,13,1,bank_timeout
TXN100442,1662.14,upi,91,390.6,0.097,0,14,0.438,11,0,bank_timeout
TXN100443,6495.2,netbanking,51,196.0,0.063,1,75,0.247,7,0,insufficient_funds
TXN100444,2946.78,upi,96,429.8,0.031,1,1040,0.565,14,0,network_error
TXN100445,1705.69,upi,96,329.4,0.154,1,41,0.89,12,1,bank_timeout
TXN100446,2635.92,credit_card,21,747.2,0.256,0,114,0.769,16,0,network_error
TXN100447,2981.48,upi,96,262.9,0.009,2,539,0.416,18,1,bank_timeout
TXN100448,1903.3,wallet,96,195.5,0.041,1,636,0.307,1,0,bank_timeout
TXN100449,8734.61,wallet,5,283.3,0.135,1,221,0.483,23,1,network_error
TXN100450,4016.38,credit_card,51,161.2,0.272,2,165,0.09,12,1,insufficient_funds
TXN100451,767.67,upi,96,617.0,0.165,0,738,0.558,5,0,network_error
TXN100452,552.3,upi,21,252.2,0.5,2,536,0.367,23,1,network_error
TXN100453,10036.73,netbanking,51,194.2,0.315,2,362,0.05,6,0,insufficient_funds
TXN100454,1651.17,credit_card,91,260.3,0.163,2,230,0.431,4,0,bank_timeout
TXN100455,3723.73,credit_card,21,697.8,0.155,1,186,0.873,23,1,network_error
TXN100456,6945.45,credit_card,59,291.0,0.406,0,1045,0.544,2,0,fraud_false_positive
TXN100457,1090.97,credit_card,96,197.2,0.137,1,348,0.077,19,1,bank_timeout
TXN100458,853.03,debit_card,91,459.4,0.43,1,339,0.394,7,0,bank_timeout
TXN100459,1186.53,debit_card,21,546.4,0.121,0,98,0.506,17,0,network_error
TXN100460,599.93,upi,91,473.1,0.372,0,1432,0.408,11,0,bank_timeout
TXN100461,6587.39,upi,21,368.4,0.17,0,783,0.566,1,1,network_error
TXN100462,885.28,credit_card,61,147.3,0.483,1,517,0.29,16,1,insufficient_funds
TXN100463,512.55,debit_card,21,318.7,0.192,0,594,0.771,15,1,network_error
TXN100464,1978.48,debit_card,96,608.1,0.308,1,89,0.454,23,0,network_error
TXN100465,4449.5,upi,51,201.3,0.521,2,424,0.155,17,0,insufficient_funds
TXN100466,2141.21,credit_card,59,271.7,0.602,0,471,0.714,19,1,fraud_false_positive
TXN100467,3393.39,netbanking,51,119.4,0.206,1,1191,0.181,17,1,insufficient_funds
TXN100468,2010.1,credit_card,65,200.4,0.046,1,29,0.194,13,0,insufficient_funds
TXN100469,1454.9,wallet,91,377.2,0.11,0,576,0.472,18,1,bank_timeout
TXN100470,9084.84,upi,51,155.6,0.175,1,187,0.076,21,0,insufficient_funds
TXN100471,4230.26,debit_card,51,180.9,0.022,1,223,0.158,11,0,insufficient_funds
TXN100472,966.36,wallet,59,204.7,0.589,0,925,0.727,21,0,fraud_false_positive
TXN100473,823.52,debit_card,91,431.3,0.075,0,450,0.563,4,0,bank_timeout
TXN100474,876.98,netbanking,65,211.8,0.222,1,469,0.385,7,0,insufficient_funds
TXN100475,1037.83,debit_card,51,205.9,0.105,0,1222,0.32,3,0,insufficient_funds
TXN100476,527.53,upi,96,423.2,0.369,0,254,0.223,4,1,network_error
TXN100477,4335.77,netbanking,51,175.9,0.286,1,72,0.383,4,0,insufficient_funds
TXN100478,1857.53,debit_card,61,174.8,0.153,0,89,0.275,16,1,insufficient_funds
TXN100479,2276.25,upi,51,227.6,0.131,3,187,0.256,16,1,insufficient_funds
TXN100480,4977.21,netbanking,51,141.2,0.057,2,283,0.47,12,1,insufficient_funds
TXN100481,369.91,credit_card,91,306.2,0.268,0,1152,0.351,19,1,bank_timeout
TXN100482,593.49,credit_card,96,441.9,0.46,0,128,0.945,10,1,network_error
TXN100483,8104.19,debit_card,51,184.1,0.438,1,738,0.403,8,0,insufficient_funds
TXN100484,2078.58,credit_card,21,602.1,0.081,0,56,0.68,0,0,network_error
TXN100485,2777.7,credit_card,96,652.3,0.073,0,102,0.332,3,0,network_error
TXN100486,3951.95,credit_card,61,186.7,0.135,0,123,0.244,3,0,insufficient_funds
TXN100487,2685.09,upi,51,203.2,0.036,0,139,0.182,20,1,insufficient_funds
TXN100488,3031.65,netbanking,61,284.0,0.051,0,2163,0.392,13,0,insufficient_funds
TXN100489,670.62,debit_card,96,453.7,0.177,0,427,0.621,5,0,network_error
TXN100490,2916.26,debit_card,51,125.2,0.259,2,121,0.081,7,0,insufficient_funds
TXN100491,2135.8,upi,51,208.8,0.255,0,668,0.142,8,0,insufficient_funds
TXN100492,3709.12,upi,51,212.8,0.16,1,1115,0.346,2,0,insufficient_funds
TXN100493,990.97,debit_card,21,577.6,0.384,1,111,0.377,18,0,network_error
TXN100494,2055.02,credit_card,61,139.3,0.055,1,271,0.416,10,0,insufficient_funds
TXN100495,1533.35,debit_card,96,505.9,0.084,0,547,0.583,14,0,network_error
TXN100496,187.81,upi,5,434.1,0.068,0,467,0.638,15,1,network_error
TXN100497,1215.93,upi,21,804.3,0.571,0,692,0.436,12,1,network_error
TXN100498,1875.24,credit_card,5,589.1,0.393,0,127,0.631,18,1,network_error
TXN100499,2824.83,debit_card,21,489.2,0.102,0,131,0.25,14,1,network_error
TXN100500,8906.83,upi,59,158.0,0.577,1,385,0.851,19,1,fraud_false_positive
TXN100501,7804.99,credit_card,51,221.2,0.092,0,74,0.249,19,0,insufficient_funds
TXN100502,893.9,debit_card,96,761.8,0.2,2,5,0.203,8,0,network_error
TXN100503,3825.83,credit_card,51,146.6,0.204,3,781,0.379,7,0,insufficient_funds
TXN100504,1261.59,credit_card,51,101.0,0.207,0,449,0.215,8,0,insufficient_funds
TXN100505,2135.43,credit_card,61,240.1,0.081,2,831,0.213,7,0,insufficient_funds
TXN100506,562.84,credit_card,96,411.6,0.263,1,652,0.759,9,1,bank_timeout
TXN100507,4195.04,debit_card,59,290.5,0.832,0,1773,0.547,0,0,fraud_false_positive
TXN100508,7291.22,netbanking,51,229.5,0.08,2,1042,0.144,13,1,insufficient_funds
TXN100509,4554.45,netbanking,51,197.4,0.2,1,194,0.155,0,1,insufficient_funds
TXN100510,2962.89,upi,91,413.8,0.083,0,536,0.409,16,0,bank_timeout
TXN100511,2553.56,credit_card,51,187.0,0.218,2,1227,0.258,0,0,insufficient_funds
TXN100512,1106.6,credit_card,91,231.4,0.186,1,772,0.656,8,0,bank_timeout
TXN100513,1341.3,credit_card,5,605.3,0.014,0,860,0.411,3,1,network_error
TXN100514,359.35,upi,91,264.5,0.357,1,70,0.557,1,1,bank_timeout
TXN100515,2317.0,credit_card,96,450.8,0.144,0,684,0.718,11,0,network_error
TXN100516,1001.27,debit_card,51,245.8,0.148,0,86,0.018,6,0,insufficient_funds
TXN100517,3527.15,debit_card,91,296.0,0.14,0,1192,0.42,15,1,bank_timeout
TXN100518,640.67,credit_card,96,448.1,0.237,0,167,0.362,5,0,network_error
TXN100519,2701.47,debit_card,91,262.3,0.027,2,626,0.683,18,1,bank_timeout
TXN100520,2803.81,upi,51,145.7,0.197,0,637,0.532,21,0,insufficient_funds
TXN100521,6302.96,debit_card,51,145.4,0.463,1,52,0.03,23,0,insufficient_funds
TXN100522,545.63,credit_card,5,210.8,0.674,0,1729,0.593,17,0,fraud_false_positive
TXN100523,961.75,upi,96,419.1,0.236,0,87,0.325,11,0,bank_timeout
TXN100524,207.51,debit_card,21,516.4,0.359,0,210,0.682,13,1,network_error
TXN100525,1725.34,credit_card,51,169.7,0.537,1,360,0.159,3,0,insufficient_funds
TXN100526,1662.13,wallet,91,402.4,0.177,2,697,0.501,3,1,bank_timeout
TXN100527,841.55,upi,59,208.8,0.867,0,604,0.797,19,1,fraud_false_positive
TXN100528,4972.28,wallet,96,389.6,0.033,0,1110,0.465,19,0,bank_timeout
TXN100529,6603.17,credit_card,61,219.8,0.342,0,29,0.657,6,0,insufficient_funds
TXN100530,1217.06,wallet,21,428.2,0.106,0,37,0.59,13,1,network_error
TXN100531,1832.81,credit_card,59,170.4,0.787,1,1171,0.835,23,0,fraud_false_positive
TXN100532,6409.72,upi,51,211.1,0.052,1,243,0.365,10,1,insufficient_funds
TXN100533,10387.13,credit_card,63,198.7,0.715,0,962,0.74,9,0,fraud_false_positive
TXN100534,2216.83,debit_card,91,263.1,0.17,0,610,0.305,1,0,bank_timeout
TXN100535,3765.43,credit_card,91,301.5,0.082,0,1598,0.356,13,0,bank_timeout
TXN100536,5914.26,wallet,59,100.8,0.796,0,17,0.851,14,1,fraud_false_positive
TXN100537,9271.32,credit_card,51,199.2,0.393,3,90,0.335,15,1,insufficient_funds
TXN100538,1654.87,credit_card,91,354.6,0.238,1,257,0.187,6,1,bank_timeout
TXN100539,9517.84,debit_card,59,272.2,0.556,0,1514,0.504,17,0,fraud_false_positive
TXN100540,2022.66,debit_card,96,520.9,0.098,0,392,0.49,15,0,network_error
TXN100541,2607.98,netbanking,96,412.2,0.076,0,379,0.53,14,0,bank_timeout
TXN100542,1481.27,credit_card,21,411.1,0.011,0,113,0.573,15,1,network_error
TXN100543,626.44,debit_card,96,390.8,0.189,0,176,0.529,15,0,network_error
TXN100544,2831.39,netbanking,51,135.5,0.079,0,3210,0.314,0,0,insufficient_funds
TXN100545,2480.57,credit_card,5,530.3,0.019,0,430,0.521,23,1,network_error
TXN100546,943.88,credit_card,61,226.2,0.07,1,946,0.629,7,1,insufficient_funds
TXN100547,2325.64,debit_card,91,366.6,0.164,1,27,0.564,21,1,bank_timeout
TXN100548,4349.64,upi,65,188.1,0.134,0,253,0.517,11,1,insufficient_funds
TXN100549,4576.53,debit_card,21,579.6,0.436,0,91,0.561,22,0,network_error
TXN100550,2369.49,debit_card,61,161.5,0.22,0,102,0.226,6,0,insufficient_funds
TXN100551,1210.2,upi,96,677.4,0.037,0,520,0.52,7,0,network_error
TXN100552,3607.51,credit_card,51,176.9,0.153,3,76,0.118,20,0,insufficient_funds
TXN100553,5188.62,wallet,51,200.6,0.197,2,148,0.222,16,0,insufficient_funds
TXN100554,1190.15,credit_card,51,194.0,0.218,1,388,0.373,22,0,insufficient_funds
TXN100555,787.1,upi,96,637.7,0.269,2,1410,0.533,21,1,network_error
TXN100556,1032.43,credit_card,21,622.6,0.311,0,359,0.582,5,1,network_error
TXN100557,2839.76,netbanking,61,168.5,0.136,1,224,0.142,7,0,insufficient_funds
TXN100558,915.8,upi,51,245.1,0.145,1,445,0.259,12,1,insufficient_funds
TXN100559,492.48,upi,96,239.1,0.225,1,236,0.395,22,0,bank_timeout
TXN100560,970.11,credit_card,68,265.2,0.363,0,1008,0.432,17,0,bank_timeout
TXN100561,2210.34,credit_card,59,102.5,0.938,0,551,0.814,1,1,fraud_false_positive
TXN100562,623.12,upi,5,374.4,0.366,0,77,0.473,7,0,network_error
TXN100563,1485.98,debit_card,91,377.8,0.148,0,417,0.441,7,0,bank_timeout
TXN100564,1464.44,credit_card,96,671.0,0.158,1,530,0.487,2,0,network_error
TXN100565,1885.78,upi,5,493.9,0.097,1,129,0.65,20,0,network_error
TXN100566,10574.14,credit_card,51,262.4,0.129,4,752,0.274,3,0,insufficient_funds
TXN100567,1466.74,upi,96,592.5,0.496,0,296,0.353,4,0,network_error
TXN100568,1568.94,upi,51,184.3,0.376,0,50,0.122,6,0,insufficient_funds
TXN100569,4032.73,credit_card,51,169.2,0.317,1,34,0.091,22,0,insufficient_funds
TXN100570,499.1,netbanking,5,538.7,0.163,1,61,0.332,1,0,network_error
TXN100571,1496.18,debit_card,91,338.7,0.2,0,254,0.623,13,1,bank_timeout
TXN100572,2822.97,debit_card,96,251.5,0.026,1,617,0.36,10,1,bank_timeout
TXN100573,3110.89,wallet,68,327.9,0.084,2,831,0.868,5,1,bank_timeout
TXN100574,422.29,netbanking,68,476.8,0.19,0,204,0.238,13,0,bank_timeout
TXN100575,285.47,debit_card,91,308.7,0.213,0,144,0.463,3,0,bank_timeout
TXN100576,4137.43,netbanking,91,459.5,0.208,0,1280,0.486,8,0,bank_timeout
TXN100577,2666.25,debit_card,51,171.4,0.264,1,321,0.388,17,0,insufficient_funds
TXN100578,8513.43,debit_card,51,221.6,0.263,2,193,0.313,12,0,insufficient_funds
TXN100579,5902.98,credit_card,51,122.0,0.072,3,164,0.294,22,0,insufficient_funds
TXN100580,1434.86,netbanking,91,336.5,0.16,1,296,0.493,22,0,bank_timeout
TXN100581,808.25,credit_card,68,271.7,0.158,1,457,0.321,0,1,bank_timeout
TXN100582,1630.54,credit_card,61,200.0,0.102,0,275,0.353,19,0,insufficient_funds
TXN100583,1856.45,credit_card,96,282.7,0.135,0,140,0.415,6,1,network_error
TXN100584,4519.91,credit_card,59,201.3,0.758,0,977,0.519,18,1,fraud_false_positive
TXN100585,3162.64,debit_card,51,196.8,0.183,3,225,0.217,3,1,insufficient_funds
TXN100586,2804.08,debit_card,51,187.2,0.256,1,565,0.082,19,0,insufficient_funds
TXN100587,3596.2,upi,51,167.4,0.182,4,818,0.216,16,1,insufficient_funds
TXN100588,2457.28,netbanking,96,573.1,0.127,0,221,0.637,12,0,network_error
TXN100589,4795.27,credit_card,63,247.0,0.924,0,248,0.401,8,0,fraud_false_positive
TXN100590,4551.86,netbanking,61,168.3,0.262,0,53,0.545,6,0,insufficient_funds
TXN100591,1217.79,credit_card,51,247.5,0.112,0,1044,0.38,3,0,insufficient_funds
TXN100592,1012.91,netbanking,96,533.6,0.258,0,238,0.364,11,0,network_error
TXN100593,3399.36,debit_card,65,159.7,0.274,0,474,0.246,1,0,insufficient_funds
TXN100594,3639.29,debit_card,61,138.1,0.01,0,455,0.137,8,1,insufficient_funds
